0a	0:AH;1:EY
5llo	210:IH L OW
5n	10:AO R D IH N
6ier	1000:AO R D IH N IY ER
4ji	10:AO R JH IY
4ner	10:AO R D N ER
4on	10:AO R D AH N
6's	10:AO R D AH N Z
4y	10:AO R D IY
5's	10:AO R D IY Z
3e	1:AO R
4's	1:AO R Z
4cki	010:EH T S K IY
4d	1:AO R D
4e	11:IY
4lick	100:AO R IH L IH K
4n	10:AO R AH N
5flo	010:EH N F L OW
4s	1:AO R Z
4y	10:AO R IY
3gas	10:AO R G AH Z
4e	1:AO R JH
5ous	10:AO R JH AH S
5s	10:AO R JH AH Z;10:AO R JH IH Z
5ts	10:AO R G AH T S
4on	10:AO R G AH N
6e	10:AO R G AH N
6ian	0100:OW N IY AH N
6s	10:AO R G AH N Z
6zola	2010:OW L AH
4uze	10:AO R G Y UW Z
3ham	10:AO R AH M
3i	10:AO R IY
4a	100:AO R IY AH
4lla	010:IH L AH
7s	010:IH L AH Z
4n	10:AO R AH N
5g	10:AO R IH NG
4s	10:AO R AH S
3ka	10:AO R K AH
4i	10:AO R K IY
4y	10:AO R K IY
5's	10:AO R K IY Z
3ley	10:AO R L IY
3man	10:AO R M AH N
4ley	10:AO R M L IY
5y	10:AO R M L IY
3ney	10:AO R N IY
4iak	100:AO R N IY AE K
5ck	10:AO R N IH K
5k	10:AO R N IH K
4to	10:AO R N T OW
4y	10:AO R N IY
3ospe	010:OW S P EY
3r	1:AO R
4ell	01:EY L
4iak	100:AO R IY AE K
5d	10:AO R AH D
6s	10:AO R AH D Z
3ski	10:AO R S K IY
5y	10:AO R S K IY
4line	12:AY N
4uch	10:AO R S AH CH
3t	1:AO R T
4ari	010:AA R IY
4er	10:AO R T ER
4ney	10:AO R T N IY
4on	10:AO R T AH N
3um	10:AO R AH M
3y	10:AO R IY
2sa	10:OW S AH
3bank	12:AE NG K
3ch	1:AO SH
3din	10:AA S D IH N
3e	1:OW Z
3h	1:AA SH
4a	10:OW SH AH
5wk	12:AO K
4en	10:OW SH IH N
4orn	10:AA SH ER N
3lee	10:AA S L IY
4in	10:AA S L IH N
6e	10:AA S L AY N
3man	10:AA S M AH N
3nell	10:AA S N AH L
5y	10:AA S N IY
3ornstem	010:AO R N S T EH M
3pel	10:AA S P AH L;10:AO S P AH L
6s	10:AA S P AH L Z
4lan	12:AE N
3s	1:AO S
4age	10:AO S IH JH
5mer	100:AA S AH M ER
5rd	01:AA R D
4e	1:AA S
5lin	100:AA S IH L IH N
5n	10:AO S AH N
5r	10:AO S ER
5tt	10:AA S IH T
4ip	10:AA S AH P
6er	100:AA S AH P ER
8s	100:AA S AH P ER Z
6ing	100:AA S AH P IH NG
6s	10:AA S AH P S
6y	100:AA S AH P IY
4man	10:AO S M AH N
3tev	10:AO S T AH V
4omski	010:AA M S K IY
3wick	10:AA S W IH K
2t	1:AA T
3aas	12:AA S
3baum	10:AA T B AO M;12:AW M
3ch	1:AA CH
5a	10:AA CH AH
5er	10:AA CH ER
3h	1:AA TH
4am	10:AA TH AH M
5rd	10:AA TH ER D
4enburg	100:OW T AH N B ER G;100:AA T AH N B ER G
4ic	10:AA TH IH K
3lieb	12:IY B
3o	12:UW;10:OW T OW
3sch	1:AA CH
6al	10:AA CH AH L
8l	10:AA CH AH L
4hal	10:AA CH AH L
7's	10:AA CH AH L Z
7l	10:AA CH AH L
3t	1:AA T
4a	10:AA T AH
4en	10:AA T AH N;10:AO T AH N
5rdammerung	10200:AE M ER AH NG
5sman	10:AA T S M AH N
4fried	10:AO T F R IY D
4hardt	10:AA TH AA R T
5elf	12:EH L F
4i	10:AA T IY
5's	10:AA T IY Z
5s	10:AA T IH S;10:AA T IY Z
4lieb	12:IY B
8's	12:IY B Z
4man	10:AA T M AH N
4s	1:AA T S
5ch	1:AA CH
7alk	10:AA CH AH K
as	10:AA CH AH K S
9l	10:AA CH AH L
5hall	10:AA CH AH L
4wald	10:AA T W AH L D
3walt	10:AA T W AH L T
3z	1:AA T S
2uache	12:AA SH
3cher	10:AW K ER
3de	1:AW D
5au	21:OW
4ie	10:AW D IY
4reau	21:OW
4y	10:AW D IY
3ge	1:AW JH
5d	1:AW JH D
5on	10:AW JH IH N
5r	10:AW JH ER
4h	1:AO F
5nour	10:AW N ER
4ing	10:AW JH IH NG
3in	1:IY N
3ker	10:AW K ER
3lart	01:AA R T
5sh	12:AA SH
4d	1:UW L D
5's	1:UW L D Z
5en	10:UH D AH N
5ing	10:UW L D IH NG
4et	01:EH T
6te	21:EH T
4ston	10:UW L S T AH N
3nod	10:UW N AH D
3pil	10:UW P AH L
3rd	1:AO R D
5ine	01:AY N
5s	1:AO R D Z
4lay	10:AO R L EY
5ey	10:AO R L IY
4mand	10:UH R M AA N D;10:AO R M AA N D
5ent	21:EH N T
6t	12:EY
7s	12:EY Z
3sha	10:UW SH AH
3t	1:AW T
4al	10:UW T AH L
4y	10:AW T IY
3vea	210:EY AH
5ia	210:EY Y AH
2v	1:AH V
3an	10:OW V AH N
3e	1:OW V
4a	100:AH V IY AH
4r	10:AH V ER
5ment	100:AH V ER M AH N T
5n	10:AH V ER N
6ale	102:EY L
7nce	100:AH V ER N AH N S
6ed	10:AH V ER N D
7ss	100:AH V ER N AH S
6ing	100:AH V ER N IH NG
6ment	100:AH V ER M AH N T;100:AH V ER N M AH N T
a's	100:AH V ER M AH N T S;100:AH V ER N M AH N T S
aal	1020:EH N T AH L;2010:EH N T AH L
cly	10200:EH N T AH L IY;10200:EH N AH L IY
as	100:AH V ER M AH N T S;100:AH V ER N M AH N T S
b'	100:AH V ER N M AH N T S;100:AH V ER M AH N T S
6or	100:AH V ER N ER
8's	100:AH V ER N ER Z
8s	100:AH V ER N ER Z
9'	100:AH V ER N ER Z
9hip	1002:IH P
cs	1002:IH P S
6s	10:AH V ER N Z
4tt	10:AH V AH T
3ier	100:OW V IY ER
3oni	010:OW N IY
3px	121:EH K S
3s	1:AA V Z;100:AA V ER N ER Z
2w	1:AW
3an	10:AW AH N
5s	10:AW AH N Z
4rd	10:OW W ER D
3dy	10:AW D IY
3ell	10:AA W EH L
4n	10:AW AH N
5s	10:AW AH N Z
4r	10:AW ER
3in	10:AW IH N
5g	10:AW IH NG
5s	10:AW IH N Z
3n	1:AW N
4s	1:AW N Z
2y	1:OY
3a	10:OY AH
4's	10:OY AH Z
3er	10:OY ER
4tte	21:EH T
3im	10:OY IH M
3ko	10:OY K OW
3ne	1:OY N
5s	1:OY N Z
2za	10:OW Z AH
3o	10:OW Z OW
4's	10:OW Z OW Z
4fsky	010:AO F S K IY
1ps	101:EH S
1rab	1:AE B
4au	10:AE B AW
4be	1:AE B
6d	1:AE B D
6r	10:AE B ER
7s	10:AE B ER Z
5ing	10:AE B IH NG
4e	1:EY B
5l	10:AE B AH L
5n	10:AE B AH N
6s	10:AA B AH N Z
7tein	102:AY N;102:IY N
5r	10:EY B ER
6t	10:AE B ER T
4ill	01:IH L
5nski	010:IH N S K IY
4le	10:EY B AH L
4ner	10:AE B N ER
4oski	010:AW S K IY
5w	10:AE B OW
6ski	010:AO F S K IY
5y	10:EY B OY
4s	1:AE B Z
5ki	12:IY
3ce	1:EY S
5's	10:EY S IH Z
5d	1:EY S T
5ffa	010:EH F AH
6ul	10:EY S F AH L
8ly	100:EY S F AH L IY
5land	10:EY S L AE N D
6ess	10:EY S L AH S
5s	10:EY S IH Z
5y	10:EY S IY
4hev	10:AA CH EH V
7's	10:AA CH EH V Z
5ov	11:AO V
4i	10:AA CH IY
5a	10:AA CH AH
6no	0010:AA N OW
6s	100:AA S IY AH Z
5e	10:EY S IY
5le	10:AE S AH L
5ng	10:EY S IH NG
5ous	10:EY SH AH S
8ly	100:EY SH AH S L IY
8ness	100:EY SH AH S N AH S
4kle	10:AE K AH L
7s	10:AE K AH L Z
4o	10:AE K OW
4y	10:EY S IY
4zyk	10:AA CH IH K
3d	1:AE D
4ate	10:EY D EY T
6ion	010:EY SH AH N
9s	010:EY SH AH N Z
4chev	10:AE D CH EH F;10:AE D CH AO V
5o	10:AE D K OW
4dy	10:AE D IY
4e	1:EY D
5d	10:EY D AH D;10:EY D IH D
5l	10:AE D AH L
5n	10:EY D AH N
5r	10:EY D ER
6s	10:EY D ER Z
5s	1:EY D Z
4ient	100:EY D IY AH N T
8s	100:EY D IY AH N T S
5ng	10:EY D IH NG
5son	100:AE D IH S AH N
4ney	10:AE D N IY
4o	10:AA D OW
5v	10:EY D AO F
6s	10:EY D AO F S
4s	1:AE D Z
5tein	10:AE D S T IY N;10:AE D S T AY N
9's	10:AE D S T IY N Z;10:AE D S T AY N Z
4ual	100:AE JH UW AH L
7ism	10020:IH Z AH M
9t	1000:AE JH AH W AH L IH S T
7ly	1000:AE JH UW AH L IY;100:AE JH UW L IY
6te	100:AE JH AH W AH T;102:EY T;100:AE JH UW W AH T
8d	1020:EY T IH D
8s	100:AE JH AH W AH T S;102:EY T S;100:AE JH UW W AH T S
7ing	1020:EY T IH NG
8on	2010:EY SH AH N
as	2010:EY SH AH N Z
5s	10:EY D AH S
4y	10:EY D IY
3eber	10:EH B ER
5ner	10:EH B N ER
4f	1:IY F;1:AE F
5e	1:IY F;1:AE F
5f	1:IY F;1:AE F
4me	1:EY M;1:AE M
4ser	10:EY Z ER
5sle	10:EH S AH L
4tz	1:IY T S
3f	1:AE F
4e	1:EY F
4f	1:AE F
5am	10:AE F AH M
5eo	100:AA F IY OW
5iti	010:IY T IY
6us	100:AE F IY IH S
4t	1:AE F T
5ed	10:AE F T IH D
5ing	10:AE F T IH NG
5on	10:AE F T AH N
5s	1:AE F T S
3ge	1:EY JH
5rt	10:EY G ER T
4g	1:AE G
3ham	10:EY AH M;1:AE M
6's	10:EY AH M Z;1:AE M Z
6s	1:AE M Z;10:EY AH M Z
4ek	10:AE HH IH K
4l	1:AA L
4n	1:AE N
3ichen	10:AY K AH N
4l	1:EY L
4n	1:EY N
5ed	1:EY N D
6ry	100:EY N ER IY
5ger	10:EY NG JH ER
5s	1:EY N Z
5y	10:EY N IY
3jeda	010:IY D AH
3ley	10:AE L IY
4l	1:AO L
3m	1:AE M
4a	10:AE M AH
5phone	102:OW N
4bling	10:AE M B L IH NG;100:AE M B AH L IH NG
4er	10:EY M ER
6cy	010:ER S IY
6sey	010:ER S IY
5s	1:EY M Z
4ley	10:AE M L IY
5ich	10:AE M L IH K
6ng	10:AE M L IH NG
4m	1:AE M
5's	1:AE M Z
5ar	10:AE M ER
6tical	0100:AE T AH K AH L;0100:AE T IH K AH L
9o	0010:IY K OW
5er	10:AE M ER
5ies	12:IY Z
5ophon	100:AE M AH F AA N
5s	1:AE M Z
5y	10:AE M IY
6's	10:AE M IY Z
6s	10:AE M IY Z
4s	1:AE M Z
4za	10:AE M Z AH
3n	1:AE N
4a	10:AE N AH
5da	010:AA D AH
7's	010:AA D AH Z
6e	01:EY D
6o	010:AA D OW
7s	010:AA D OW Z
5han	100:AE N AH HH AE N
5t	10:AE N AH T
6a	010:AA T AH
6o	010:AA T OW
4berg	10:AE N B ER G
7ry	120:EH R IY
4care	12:EH R
4d	1:AE N D
5's	1:AE N D Z
5-daughter	120:AO T ER
5a	10:AE N D AH
6d	12:AE D
7's	12:AE D Z
5babies	120:EY B IY Z
8y	120:EY B IY
6erry	120:EH R IY
5champ	12:AE M P
7ild	12:AY L D
aren	120:IH L D R AH N
d's	120:IH L D R AH N Z
5dad	12:AE D
8dy	120:AE D IY
7ughter	120:AO T ER
d's	120:AO T ER Z
ds	120:AO T ER Z
5e	1:AE N D
6r	10:AE N D ER
7son	100:AE N D ER S AH N
6st	10:AE N D AH S T
6ur	01:UW R
5father	120:AA DH ER
b's	120:AA DH ER Z
bed	120:AA DH ER D
bing	1200:AA DH ER IH NG
bly	1200:AA DH ER L IY
bs	120:AA DH ER Z
6ield	12:IY L D
5i	10:AE N D IY
6llo	010:IH L OW
7oquent	0100:IH L AH K W AH N T
6n	12:IH N
7etti	0010:EH T IY
6ose	201:OW S;102:OW S
6s	10:AE N D IH S
7on	100:AE N D IH S AH N
5kid	12:IH D
8s	12:IH D Z
5ly	10:AE N D L IY
5ma	10:AE N D M AA
7's	12:AA Z
7ison	121:AA N;110:EY S AH N
7s	12:AA Z
8ter	110:AE S T ER
6et	12:EH T
6om	12:AA M
7ther	120:AH DH ER
b's	120:AH DH ER Z
bly	1200:AH DH ER L IY
bs	120:AH DH ER Z
5nephew	110:EH F Y UW
bs	110:EH F Y UW Z
5on	10:AE N D AA N
5pa	12:AA
7's	12:AA Z
7rent	120:EH R AH N T
bs	120:EH R AH N T S
c'	120:EH R AH N T S
7s	12:AA Z
6re	12:EY
5s	1:AE N D Z
6on	12:AH N
8's	12:AH N Z
8s	12:AH N Z
6taff	12:AE F
8nd	12:AE N D
aing	120:AE N D IH NG
5t	1:AE N T
5uncle	110:AH NG K AH L
as	110:AH NG K AH L Z
5view	12:UW
5y	10:AE N D IY
4er	10:EY N ER
5se	10:AE N IY Z
5y	10:EY N IY
4field	12:IY L D
4ge	1:EY N JH
6r	10:EY N JH ER
7s	10:EY N JH ER Z
6s	10:EY N JH IH Z
4holm	12:OW L M
4ier	100:EY N IY ER
7i	010:IH R IY
5llo	010:IH L OW
5ngeverken	20100:EH V ER K AH N
e's	20100:EH V ER K AH N Z
5te	10:AE N AH T;10:AE N IH T
6ic	010:IH T IH K
6o	010:IY T OW
4lund	10:AE N L AH N D
4nan	10:AE N AH N
5ies	10:AE N IY Z
6s	10:AE N IH S
5y	10:AE N IY
4o	10:AA N OW
5ff	10:AE N AO F
5la	010:OW L AH
4quist	12:IH S T
4strom	10:AE N S T R AH M
4t	1:AE N T
5's	1:AE N T S
5ed	10:AE N T AH D;10:AE N T IH D;10:AE N AH D;10:AE N IH D
5ham	10:AE N TH AH M
5ing	10:AE N T IH NG;10:AE N IH NG
5land	10:AE N T L AH N D
5or	10:AE N T ER
7s	10:AE N T ER Z
5ree	12:IY
8's	12:IY Z
5s	1:AE N T S
5z	1:AE N T S
4ular	100:AE N Y AH L ER
7tion	2010:EY SH AH N
6e	10:AE N Y AH L
7s	10:AE N Y AH L Z
6ocyte	0102:AY T
5m	10:AE N AH M
4ville	10:AE N V IH L
9's	10:AE N V IH L Z
4z	1:AE N T S
5ow	10:AE N Z OW
3page	10:EY P AH JH
4e	1:EY P
5fruit	12:UW T
as	12:UW T S
5r	10:EY P ER
5s	1:EY P S
6hot	12:AA T
5vine	12:AY N
9s	12:AY N Z
4h	1:AE F
5ic	10:AE F IH K
7al	100:AE F IH K AH L
9ly	100:AE F IH K L IY
7s	10:AE F IH K S
8'	10:AE F IH K S
6te	12:AY T
5ology	0100:AA L AH JH IY
5s	1:AE F S
4ple	10:AE P AH L
7d	10:AE P AH L D
7s	10:AE P AH L Z
6ing	10:AE P L IH NG;100:AE P AH L IH NG
3s	1:AE S;1:AA
4er	10:EY Z ER
4mick	10:AE Z M IH K
4p	1:AE S P
5ed	1:AE S P T
5ing	10:AE S P IH NG
5s	1:AE S P S
4s	1:AE S
5e	1:AE S
6d	1:AE S T
6l	10:AE S AH L
6r	10:AE S ER
7s	10:AE S ER Z
6s	10:AE S AH Z;10:AE S IH Z
5field	12:IY L D
a's	12:IY L D Z
5green	12:IY N
5hopper	120:AA P ER
bs	120:AA P ER Z
5i	10:AE S IY
6a	100:AA S IY AH
6ngs	10:AE S IH NG Z
5l	10:AE S AH L
6and	12:AE N D
9s	12:AE N D Z
6ey	10:AE S L IY
6ike	12:AY K
5man	10:AE S M AH N
5o	10:AE S OW
5root	11:UW T
9s	11:UW T S
5y	10:AE S IY
4ty	10:AE S T IY
3ta	10:AA T AH
4e	1:EY T
5d	10:EY T IH D
5ful	10:EY T F AH L
8ly	100:EY T F AH L IY
5r	10:EY T ER
5s	1:EY T S
4hwohl	12:OW L
4ification	20010:EY SH AH N
7ed	102:AY D
8s	102:AY Z
6y	102:AY
7ing	1020:AY IH NG
5ng	10:EY T IH NG
5s	10:AE T AH S
5tude	102:UW D
4tan	10:AE T AH N
5on	10:AE T AH N
4uities	0100:UW IH T IY Z
7ous	0100:UW AH T AH S
aly	01000:UW AH T AH S L IY
7y	0100:UW IH T IY
4z	1:AE T S
5er	10:EY T Z ER
3u	1:AW
4berger	100:AW B ER G ER
4e	1:AW;1:UW
5l	10:AW AH L;10:UW AH L
5r	10:AW ER;10:UW ER
4l	1:AO L
4man	10:AO M AH N
7n	10:AO M AH N
4nke	1:AO NG K
3vamen	010:EY M AH N
5no	010:AA N OW;010:AE N OW
5tt	10:AE V AH T
4e	1:EY V
5l	10:AE V AH L
6ine	12:AY N
6l	10:AE V AH L
7e	01:EH L
7y	100:AE V AH L IY
6y	10:EY V L IY
5n	10:EY V AH N
5r	10:EY V ER
5s	1:EY V Z
6's	10:EY V Z IH Z
6ide	12:AY D
7te	12:AY T
6t	10:AE V AH S T
7one	12:OW N
as	12:OW N Z
5tt	10:AE V IH T
7e	01:EH T
5yard	12:AA R D
9s	12:AA R D Z
4ies	10:EY V IY Z
5meter	1020:IY T ER
8ric	2010:EH T R IH K
5na	010:IY N AH
6o	010:IY N OW
5tas	100:AE V AH T AH S
7te	102:EY T
9d	1020:EY T IH D
9s	102:EY T S
8ing	1020:EY T IH NG
9on	2010:EY SH AH N
bal	20100:EY SH AH N AH L
dly	20100:EY SH N AH L IY
6t	10:AE V IH T
7's	10:AE V IH T S
6y	100:AE V AH T IY;100:AE V IH T IY
4ley	10:AE V L IY
5in	10:AE V L IH N
4ois	01:AA
4y	10:EY V IY
3w	1:AO
4e	1:AO
3y	1:EY
4's	1:EY Z
4beal	10:EY B AH L
7rd	10:EY B IY R D
9s	10:EY B IY R D Z
5ill	12:IH L
4don	10:EY D AH N
4e	1:EY
5r	10:EY ER
5st	10:EY IH S T
4ing	10:EY IH NG
5sh	10:EY IH SH
4ling	10:EY L IH NG
4s	1:EY Z
5on	10:EY S AH N
3ze	1:EY Z
5d	1:EY Z D
5r	10:EY Z ER
4iani	0010:AA N IY
7o	0010:AA N OW
5er	100:EY Z IY ER
5ng	10:EY Z IH NG
2bavica	0100:AA V IH K AH;2010:AY K AH
2eaney	10:IY N IY
4r	1:IH R
4se	1:IY S
6d	1:IY S T
6r	10:IY S ER
6wood	12:UH D
5ing	10:IY S IH NG
5on	10:IY S AH N
5y	10:IY S IY
4t	1:EY T
5's	1:EY T S
5-circle	110:ER K AH L
6grandfather	2120:AA DH ER
bmother	2120:AH TH ER
5er	10:EY T ER
6st	10:EY T AH S T
5house	12:AW S
5ly	10:EY T L IY
5ness	10:EY T N AH S
5s	1:EY T S
4ve	1:IY V
6s	1:IY V Z
3b	1:EH B
4e	1:IY B
5r	10:IY B ER
4ner	10:EH B N ER
3cco	10:EH K OW
4h	1:EH K
4ian	10:IY SH AH N
4ko	10:EH K OW
4o	10:EH K OW
5-roman	2010:OW M AH N
3de	1:IY D
5l	10:EH D AH L
4itor	100:EH D IH T ER
3ear	10:IY ER
4ce	1:IY S
6's	10:IY S IH Z
4d	1:IY D
5ier	200:IY D IY ER
7st	200:IY D IY IH S T
6ly	100:IY D AH L IY
5y	10:IY D IY
4k	1:IY K
5s	1:IY K S
4ley	10:IY L IY
7ville	100:IY L IY V IH L
5ieville	100:IY L IY V IH L
5y	10:IY L IY
4n	1:IY N
5's	1:IY N Z
5an	10:IY N AH N
6walt	102:AO L T
8y	102:EY
5back	12:AE K
9's	12:AE K S
9s	12:AE K S
7um	12:AW M
6elt	12:EH L T
7rg	10:IY N B ER G
9's	10:IY N B ER G Z
9er	100:IY N B ER G ER
6latt	10:IY N B L AH T
6urg	10:IY N B ER G
8y	100:IY N B ER IY
7sh	10:IY N B UH SH
5castle	120:AE S AH L
5e	1:IY N
6's	1:IY N Z
6d	1:IY N D
6r	10:IY N ER
7y	100:IY N ER IY
6st	10:IY N IH S T
5feld	12:EH L D
9's	12:EH L D Z
8l	12:EH L
9's	12:EH L Z
6ield	12:IY L D
a's	12:IY L D Z
5halgh	12:AH L G
7m	10:IY N AH M
7w	12:AO
6ill	12:IH L
6oe	12:OW
7use	12:AW S
as	120:AW S IH Z;120:AW Z AH Z
6ut	10:IY N HH AH T
5iaus	100:IY N IY AW S
6dge	10:IY N IH JH
6ng	10:IY N IH NG
6sh	10:IY N IH SH
5land	10:IY N L AH N D;12:AE N D
7w	12:AO
6eaf	12:IY F
7e	12:IY
8s	12:IY Z
7y	10:IY N L IY
6y	10:IY N L IY
5mail	12:EY L
9er	120:EY L ER
7n	10:IY N M AH N
5ness	10:IY N N AH S
5o	10:IY N OW
6ugh	10:IY N AH F
5peace	12:IY S
a's	120:IY S IH Z
5s	1:IY N Z
6'	1:IY N Z
6boro	100:IY N Z B ER R OW
7urg	10:IY N Z B ER G
6hield	12:IY L D
bs	12:IY L D Z
6lade	10:IY N S L AH D
7et	12:EH T
6pan	12:AE N
9's	12:AE N Z
7on	12:AA N
7un	12:AH N
6tein	12:AY N;12:IY N
7one	12:OW N
7reet	12:IY T
5up	12:AH P
5vale	12:EY L
6ille	10:IY N V IH L
5wald	12:AO L D
9's	12:AO L D Z
9s	12:AO L D Z
8t	10:IY N W AH L T
7y	12:EY
6ell	12:EH L
6ich	10:EH N IH CH;12:IH CH
9's	100:EH N IH CH IH Z
6ood	12:UH D
4r	1:IH R
4son	10:IY S AH N
4t	1:IY T
5ed	10:IY T AH D;10:IY T IH D
5ham	10:IY TH AH M
5ing	10:IY T IH NG
8s	10:IY T IH NG Z
5s	1:IY T S
4ver	10:IY V ER
3fe	1:IY F
4f	1:EH F
3g	1:EH G
4's	1:EH G Z
4a	10:IY G AH
5rious	0100:EH R IY AH S
4er	10:EH G ER
6sen	100:EH G ER S AH N
7on	100:EH G ER S AH N
4g	1:EH G
5s	1:EH G Z
4o	10:EH G OW
5ire	01:AA R
5r	10:EH G ER
6i	010:AO R IY
7a	0100:AO R IY AH
8n	0100:AO R IY AH N
7ch	100:EH G ER IH K
7e	100:EH G ER IY
7o	0100:AO R IY OW
6y	100:EH G ER IY
7's	100:EH G ER IY Z
4son	10:EH G S AH N
5ton	10:EH G S T AH N
4us	10:IY G AH S
3ider	10:AY D ER
4f	1:IY F
5f	1:IY F;1:AY F
4g	1:IY G
4m	1:IY M
5an	10:AY M AH N
4n	1:EY N
5er	10:AY N ER
5ke	1:EY NG K
4s	1:IY Z
4tz	1:EH T S;1:AY T S
4we	1:IY W
3ll	1:EH L
5a	10:EH L AH
5e	1:EH L
3mban	12:AE N
4illion	100:EH M IH L Y AH N
4lin	10:EH M L AH N
7s	10:EH M L AH N Z
3n	1:EH N
4ada	010:EY D AH;010:AA D AH
6e	01:EY D
7s	01:EY D Z
4da	10:EH N D AH
5el	10:EH N D AH L
7's	10:EH N D AH L Z
4ell	10:EH N AH L
4fell	10:EH N F AH L
4ier	100:IY N IY ER
5nger	100:EH N IH NG ER
4nan	10:EH N AH N
4oble	010:OW B AH L
5n	10:EH N AH N
5uille	010:UW IY
4z	1:EH N Z
3sh	1:EH SH
5am	10:EH SH AH M
7's	10:EH SH AH M Z
4ko	10:EH S K OW
4s	1:EH S
5er	10:EH S ER
6tt	10:EH S IH T
5ley	10:EH S L IY
5man	10:EH S M AH N
3ta	10:IY T AH
5's	10:IY T AH Z
5l	10:EH T AH L
4chen	10:EH CH AH N
4e	1:IY T
5l	10:EH T AH L
4h	1:EH TH
5el	10:EH TH AH L
6r	10:EH DH ER
4na	10:EH T N AH
6's	10:EH T N AH Z
4tenberger	1000:EH T AH N B ER G ER
4z	1:EH T S
5inger	100:EH T Z IH NG ER
5ky	11:IY
3ubel	10:OY B AH L
4el	10:UW AH L
4lich	10:OY L IH K
4nke	1:UW NG K
3ve	1:IY V
5r	10:EH V ER
3w	1:UW
4al	10:UW AH L
4e	1:UW
5ll	10:EH W EH L
3y	1:EY
4's	1:EY Z
4hound	12:AW N D
9's	12:AW N D Z
4ing	10:EY IH NG
4lag	12:AE G
4stone	12:OW N
2ibben	10:IH B AH N
5in	10:IH B IH N
7s	10:IH B IH N Z
5le	10:IH B AH L
7s	10:IH B AH L Z
5on	10:IH B AH N
3ce	1:AY S
3d	1:IH D
4's	1:IH D Z
4er	10:AY D ER
4iron	120:AY ER N
4ley	10:IH D L IY
7's	10:IH D L IY Z
5ock	12:AA K
8's	12:AA K S
8ed	12:AA K T
8s	12:AA K S
4s	1:IH D Z
3eb	1:IY B
5el	10:IY B AH L
4co	10:IY K OW
4der	10:IY D ER
4f	1:IY F
4ger	10:IY G ER
5o	10:IY G OW
4me	1:IY M
4p	1:IY P
5entrog	100:IY P IH N T R AH G
4r	10:AY ER;1:IY R
5's	10:AY ER Z;1:IY R Z
5son	10:IH R S AH N
4s	1:AY Z
5a	010:EH S AH
5bach	10:IY S B AA K
5e	1:IY Z
6mer	100:IY S IY M ER
6r	10:IY S ER
5haber	100:IY SH AH B ER
5inger	100:IY S IH NG ER
5s	1:IY S
6er	10:IY S ER
5t	10:AY IH S T
4vance	10:IY V AH N S
9s	100:IY V AH N S AH Z;100:IY V AH N S IH Z
5e	1:IY V
6d	1:IY V D
6r	10:IY V ER
7s	10:IY V ER Z
6s	1:IY V Z
7on	100:IY V AH S AH N;10:IY V S AH N
5ing	10:IY V IH NG
5ous	10:IY V AH S
8ly	100:IY V AH S L IY
3ff	1:IH F
5ee	10:IH F IY
6n	10:IH F AH N
6th	10:IH F IH TH
6y	10:IH F IY
7's	10:IH F IY Z
5ie	10:IH F IY
6n	10:IH F IH N
7's	10:IH F IH N Z
7g	10:IH F IH NG
6s	10:IH F IH S
6th	10:IH F AH TH;10:IH F IH TH
8's	10:IH F IH TH S
8s	10:IH F IH TH S
7ts	10:IH F IH T S
5o	10:IH F OW
6n	10:IH F AH N
5y	10:IH F IY
3gas	10:AY G AH Z
4g	1:IH G
5s	1:IH G Z
5y	10:IH G IY
4non	10:IH G N AH N
4oli	010:OW L IY
5rovich	0100:AO R AH V IH CH
6y	100:EH G ER IY;100:IY G ER IY
7ant	010:AO R Y AE N T
as	010:AO R Y AE N T S
4sby	10:IH G Z B IY
3jalva	010:AA L V AH
3ll	1:IH L
5e	1:IH L
6d	1:IH L D
5i	10:IH L IY
6ng	10:IH L IH NG
6ot	100:IH L IY AH T
5o	10:IH L OW
6t	10:IH L AH T
5s	1:IH L Z
3m	1:IH M
4a	10:IY M AH
5ce	10:IH M AH S
7d	10:IH M AH S T
7s	100:IH M AH S IH Z
6ing	100:IH M AH S IH NG
5ldi	010:AA L D IY
7o	010:AA L D OW
4e	1:AY M
5s	1:AY M Z
4ley	10:IH M L IY
5y	10:IH M L IY
4m	1:IH M
5's	1:IH M Z
5e	1:IH M
6r	10:IH M ER
6st	10:IH M AH S T
6tt	10:IH M IH T
4ness	10:IH M N AH S
4shaw	12:AO
5ley	10:IH M Z L IY
5tad	10:IH M S T AH D
4wood	12:UH D
4y	10:AY M IY
3n	1:IH N
4age	10:IH N IH JH
5ld	01:AA L D
7s	01:AA L D Z
4berg	10:IH N B ER G
4ch	1:IH N CH
4d	1:AY N D
5e	1:IH N D
6r	10:AY N D ER
7s	10:AY N D ER Z
5ing	10:AY N D IH NG
5lay	12:EY;12:IY
8s	12:EY Z;12:IY Z
6e	10:IH N D AH L
7y	10:IH N D L IY
5rod	12:AA D
5s	1:AY N D Z
6taff	12:AE F
7one	12:OW N
4e	1:AY N
5r	10:AY N ER
4g	1:IH NG
5o	10:IH NG G OW
6s	10:IH NG G OW Z
4ned	1:IH N D
6ll	01:EH L
5ing	10:IH N IH NG
4s	1:IH N Z
5tead	12:EH D
7in	12:IY N;12:AY N
3p	1:IH P
4e	1:AY P
5d	1:AY P T
5s	1:AY P S
4ing	10:AY P IH NG
4p	1:IH P
5ed	1:IH P T
6r	12:ER
5i	10:IH P IY
6ng	10:IH P IH NG
